# MSVC vtables of default.xex, named from their RTTI locator.
# Produced by scripts/SweepMsvcRtti.java, read-only, no oracle.
# An entry appears only when the whole chain resolves - locator, type
# descriptor, a name beginning '.?A', and a first slot pointing into an
# executable block. 1619 locator-like words failed a step; they are counted in
# the sweep summary and deliberately not named here.
# class is a best-effort undecoration and is EMPTY for templates: the mangled
# column is the authoritative name. bases are 'mangled@mdisp' in decimal.
# columns: vtable class bases mangled
0x82010b78	NU::Draw::DrawOrderBase	.?AVDrawOrderBase@Draw@NU@@@0	.?AVDrawOrderBase@Draw@NU@@
0x820631f8	CX360ArmsGeneralTunerE	.?AVCX360ArmsGeneralTunerE@@@0;.?AVCX360ArmsGeneralTunerBase@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ArmsGeneralTunerE@@
0x82063210	CX360ArmsCameraGeneralTunerA	.?AVCX360ArmsCameraGeneralTunerA@@@0;.?AVCAce6GeneralTunerBase@ACE6@@@0	.?AVCX360ArmsCameraGeneralTunerA@@
0x82063224	ACE6::ARMS::CAce6Missile	.?AVCAce6Missile@ARMS@ACE6@@@0	.?AVCAce6Missile@ARMS@ACE6@@
0x8206325c	ACE6::CAce6ArmsMissile	.?AVCAce6ArmsMissile@ACE6@@@0;.?AV?$CAce6ArmsMissileContainer@VCAce6Missile@ARMS@ACE6@@@ACE6@@@0;.?AVCAce6ArmsMissileBase@ACE6@@@0;.?AVCAce6Arms@ACE6@@@0;.?AVCGaObj@galib@@@0	.?AVCAce6ArmsMissile@ACE6@@
0x820632fc		.?AV?$CAce6ArmsMissileContainer@VCAce6Missile@ARMS@ACE6@@@ACE6@@@0;.?AVCAce6ArmsMissileBase@ACE6@@@0;.?AVCAce6Arms@ACE6@@@0;.?AVCGaObj@galib@@@0	.?AV?$CAce6ArmsMissileContainer@VCAce6Missile@ARMS@ACE6@@@ACE6@@
0x8206339c	CX360ArmsMissile	.?AVCX360ArmsMissile@@@0;.?AVCAce6ArmsMissile@ACE6@@@0;.?AV?$CAce6ArmsMissileContainer@VCAce6Missile@ARMS@ACE6@@@ACE6@@@0;.?AVCAce6ArmsMissileBase@ACE6@@@0;.?AVCAce6Arms@ACE6@@@0;.?AVCGaObj@galib@@@0	.?AVCX360ArmsMissile@@
0x8206344c	CSwgModeTaskBase	.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCSwgModeTaskBase@@
0x820634ac	CModeTaskAircraftSelect	.?AVCModeTaskAircraftSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskAircraftSelect@@
0x820634fc	CModeTaskAircraftSelect	.?AVCModeTaskAircraftSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskAircraftSelect@@
0x8206355c	ACE6::CNuTimer	.?AVCNuTimer@ACE6@@@0	.?AVCNuTimer@ACE6@@
0x8206359c	CModeTaskBase	.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0	.?AVCModeTaskBase@@
0x820635ec	CModeTaskBattleStatisticsBase	.?AVCModeTaskBattleStatisticsBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskBattleStatisticsBase@@
0x8206363c	CModeTaskBattleStatisticsBase	.?AVCModeTaskBattleStatisticsBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskBattleStatisticsBase@@
0x8206369c	CModeTaskBriefing	.?AVCModeTaskBriefing@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskBriefing@@
0x820636ec	CModeTaskBriefing	.?AVCModeTaskBriefing@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskBriefing@@
0x8206374c	CModeTaskCheckDLContents	.?AVCModeTaskCheckDLContents@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCheckDLContents@@
0x8206379c	CModeTaskCheckDLContents	.?AVCModeTaskCheckDLContents@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCheckDLContents@@
0x820637fc	CModeTaskCreateSession	.?AVCModeTaskCreateSession@@@0;.?AVCModeTaskSessionBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCreateSession@@
0x82063854	CModeTaskCreateSession	.?AVCModeTaskCreateSession@@@0;.?AVCModeTaskSessionBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCreateSession@@
0x820638b4	CModeTaskCredit	.?AVCModeTaskCredit@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCredit@@
0x82063904	CModeTaskCredit	.?AVCModeTaskCredit@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCredit@@
0x820639c4	CModeTaskCustomSessionSearch	.?AVCModeTaskCustomSessionSearch@@@0;.?AVCModeTaskSessionSearchBase@@@0;.?AVCModeTaskSessionBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCustomSessionSearch@@
0x82063a1c	CModeTaskCustomSessionSearch	.?AVCModeTaskCustomSessionSearch@@@0;.?AVCModeTaskSessionSearchBase@@@0;.?AVCModeTaskSessionBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskCustomSessionSearch@@
0x82063a7c	CModeTaskDebriefing	.?AVCModeTaskDebriefing@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskDebriefing@@
0x82063ad4	CModeTaskDebriefing	.?AVCModeTaskDebriefing@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskDebriefing@@
0x82063b34	CModeTaskDemoBase	.?AVCModeTaskDemoBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskDemoBase@@
0x82063b8c	CModeTaskDemoBase	.?AVCModeTaskDemoBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskDemoBase@@
0x82063bec	CModeTaskFirstLoad	.?AVCModeTaskFirstLoad@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskFirstLoad@@
0x82063c3c	CModeTaskFirstLoad	.?AVCModeTaskFirstLoad@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskFirstLoad@@
0x82063c9c	CModeTaskFreeMissionSelect	.?AVCModeTaskFreeMissionSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskFreeMissionSelect@@
0x82063cec	CModeTaskFreeMissionSelect	.?AVCModeTaskFreeMissionSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskFreeMissionSelect@@
0x82063d4c	CModeTaskGalleryAssaultRecord	.?AVCModeTaskGalleryAssaultRecord@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryAssaultRecord@@
0x82063d9c	CModeTaskGalleryAssaultRecord	.?AVCModeTaskGalleryAssaultRecord@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryAssaultRecord@@
0x82063dfc	CModeTaskGalleryCampaignResult	.?AVCModeTaskGalleryCampaignResult@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryCampaignResult@@
0x82063e4c	CModeTaskGalleryCampaignResult	.?AVCModeTaskGalleryCampaignResult@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryCampaignResult@@
0x82063eac	CModeTaskGalleryMedal	.?AVCModeTaskGalleryMedal@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryMedal@@
0x82063efc	CModeTaskGalleryMedal	.?AVCModeTaskGalleryMedal@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryMedal@@
0x82063f64	CModeTaskGalleryMusicPlayer	.?AVCModeTaskGalleryMusicPlayer@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryMusicPlayer@@
0x82063fb4	CModeTaskGalleryMusicPlayer	.?AVCModeTaskGalleryMusicPlayer@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryMusicPlayer@@
0x82064014	CModeTaskGalleryReplayViewer	.?AVCModeTaskGalleryReplayViewer@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryReplayViewer@@
0x82064064	CModeTaskGalleryReplayViewer	.?AVCModeTaskGalleryReplayViewer@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGalleryReplayViewer@@
0x820640c4	CModeTaskGallerySceneViewer	.?AVCModeTaskGallerySceneViewer@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGallerySceneViewer@@
0x82064114	CModeTaskGallerySceneViewer	.?AVCModeTaskGallerySceneViewer@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGallerySceneViewer@@
0x82064174	CModeTaskGallerySelect	.?AVCModeTaskGallerySelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGallerySelect@@
0x820641c4	CModeTaskGallerySelect	.?AVCModeTaskGallerySelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGallerySelect@@
0x8206422c	galib::IGaDebugItemInfo	.?AVIGaDebugItemInfo@galib@@@0	.?AVIGaDebugItemInfo@galib@@
0x82064250	galib::CGaDebugMenuItem	.?AVCGaDebugMenuItem@galib@@@0	.?AVCGaDebugMenuItem@galib@@
0x82064258	galib::CGaDebugMenu	.?AVCGaDebugMenu@galib@@@0	.?AVCGaDebugMenu@galib@@
0x82064264	ACE6::CAce6MissionManagerCampaign	.?AVCAce6MissionManagerCampaign@ACE6@@@0;.?AVCAce6MissionManager@ACE6@@@0;.?AV?$CHsm@VCAce6MissionManagerCampaign@ACE6@@$07@Util@ACE6@@@840	.?AVCAce6MissionManagerCampaign@ACE6@@
0x8206432c	ACE6::CAce6MissionManagerCampaign	.?AVCAce6MissionManagerCampaign@ACE6@@@0;.?AVCAce6MissionManager@ACE6@@@0;.?AV?$CHsm@VCAce6MissionManagerCampaign@ACE6@@$07@Util@ACE6@@@840	.?AVCAce6MissionManagerCampaign@ACE6@@
0x82064334		.?AV?$CHsm@VCAce6MissionManagerCampaign@ACE6@@$07@Util@ACE6@@@0	.?AV?$CHsm@VCAce6MissionManagerCampaign@ACE6@@$07@Util@ACE6@@
0x8206433c		.?AV?$CGaDebugItemInfo_member@VCAce6MissionManagerCampaign@ACE6@@@galib@@@0;.?AVIGaDebugItemInfo@galib@@@0	.?AV?$CGaDebugItemInfo_member@VCAce6MissionManagerCampaign@ACE6@@@galib@@
0x82064360		.?AV?$CGaDebugItemInfo@H@galib@@@0;.?AVIGaDebugItemInfo@galib@@@0	.?AV?$CGaDebugItemInfo@H@galib@@
0x82064384	CModeTaskGame	.?AVCModeTaskGame@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AV?$CFsm@VCModeTaskGame@@@Util@ACE6@@@616	.?AVCModeTaskGame@@
0x820643dc	CModeTaskGame	.?AVCModeTaskGame@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AV?$CFsm@VCModeTaskGame@@@Util@ACE6@@@616	.?AVCModeTaskGame@@
0x820643e4		.?AV?$CFsm@VCModeTaskGame@@@Util@ACE6@@@0	.?AV?$CFsm@VCModeTaskGame@@@Util@ACE6@@
0x820643ec	ACE6::CAce6MissionManagerReplay	.?AVCAce6MissionManagerReplay@ACE6@@@0;.?AVCAce6MissionManager@ACE6@@@0	.?AVCAce6MissionManagerReplay@ACE6@@
0x820644b4		.?AV?$CX360MissionManager@VCAce6MissionManagerReplay@ACE6@@@@@0;.?AVCAce6MissionManagerReplay@ACE6@@@0;.?AVCAce6MissionManager@ACE6@@@0	.?AV?$CX360MissionManager@VCAce6MissionManagerReplay@ACE6@@@@
0x8206457c		.?AV?$CX360MissionManager@VCAce6MissionManagerCampaign@ACE6@@@@@0;.?AVCAce6MissionManagerCampaign@ACE6@@@0;.?AVCAce6MissionManager@ACE6@@@0;.?AV?$CHsm@VCAce6MissionManagerCampaign@ACE6@@$07@Util@ACE6@@@840	.?AV?$CX360MissionManager@VCAce6MissionManagerCampaign@ACE6@@@@
0x82064648		.?AV?$CX360MissionManager@VCAce6MissionManagerCampaign@ACE6@@@@@0;.?AVCAce6MissionManagerCampaign@ACE6@@@0;.?AVCAce6MissionManager@ACE6@@@0;.?AV?$CHsm@VCAce6MissionManagerCampaign@ACE6@@$07@Util@ACE6@@@840	.?AV?$CX360MissionManager@VCAce6MissionManagerCampaign@ACE6@@@@
0x82064650		.?AV?$CQueueStock@V?$CHsmStateWrapper@VCAce6MissionManagerCampaign@ACE6@@@Util@ACE6@@$07@Util@ACE6@@@0;.?AV?$CQueueStockBase@V?$CHsmStateWrapper@VCAce6MissionManagerCampaign@ACE6@@@Util@ACE6@@@Util@ACE6@@@0;.?AV?$CQueueBase@V?$CHsmStateWrapper@VCAce6MissionManagerCampaign@ACE6@@@Util@ACE6@@@Util@ACE6@@@0	.?AV?$CQueueStock@V?$CHsmStateWrapper@VCAce6MissionManagerCampaign@ACE6@@@Util@ACE6@@$07@Util@ACE6@@
0x8206465c		.?AV?$CQueueBase@V?$CHsmStateWrapper@VCAce6MissionManagerCampaign@ACE6@@@Util@ACE6@@@Util@ACE6@@@0	.?AV?$CQueueBase@V?$CHsmStateWrapper@VCAce6MissionManagerCampaign@ACE6@@@Util@ACE6@@@Util@ACE6@@
0x8206466c	CModeTaskGameDataSelect	.?AVCModeTaskGameDataSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGameDataSelect@@
0x820646bc	CModeTaskGameDataSelect	.?AVCModeTaskGameDataSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskGameDataSelect@@
0x8206471c	CModeTaskGameOnline	.?AVCModeTaskGameOnline@@@0;.?AVCModeTaskGame@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AV?$CFsm@VCModeTaskGame@@@Util@ACE6@@@616	.?AVCModeTaskGameOnline@@
0x82064774	CModeTaskGameOnline	.?AVCModeTaskGameOnline@@@0;.?AVCModeTaskGame@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AV?$CFsm@VCModeTaskGame@@@Util@ACE6@@@616	.?AVCModeTaskGameOnline@@
0x8206477c	CModeTaskGameReplay	.?AVCModeTaskGameReplay@@@0;.?AVCModeTaskGame@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AV?$CFsm@VCModeTaskGame@@@Util@ACE6@@@616	.?AVCModeTaskGameReplay@@
0x820647d4	CModeTaskGameReplay	.?AVCModeTaskGameReplay@@@0;.?AVCModeTaskGame@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AV?$CFsm@VCModeTaskGame@@@Util@ACE6@@@616	.?AVCModeTaskGameReplay@@
0x820647dc	CModeTaskGameTutorial	.?AVCModeTaskGameTutorial@@@0;.?AVCModeTaskGame@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AV?$CFsm@VCModeTaskGame@@@Util@ACE6@@@616	.?AVCModeTaskGameTutorial@@
0x82064834	CModeTaskGameTutorial	.?AVCModeTaskGameTutorial@@@0;.?AVCModeTaskGame@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AV?$CFsm@VCModeTaskGame@@@Util@ACE6@@@616	.?AVCModeTaskGameTutorial@@
0x8206483c	CModeTaskHangar	.?AVCModeTaskHangar@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskHangar@@
0x8206488c	CModeTaskHangar	.?AVCModeTaskHangar@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskHangar@@
0x820648ec	CModeTaskInterMissionSelect	.?AVCModeTaskInterMissionSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskInterMissionSelect@@
0x8206493c	CModeTaskInterMissionSelect	.?AVCModeTaskInterMissionSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskInterMissionSelect@@
0x8206499c	CModeTaskInvitationSessionSearch	.?AVCModeTaskInvitationSessionSearch@@@0;.?AVCModeTaskSessionSearchBase@@@0;.?AVCModeTaskSessionBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskInvitationSessionSearch@@
0x820649f4	CModeTaskInvitationSessionSearch	.?AVCModeTaskInvitationSessionSearch@@@0;.?AVCModeTaskSessionSearchBase@@@0;.?AVCModeTaskSessionBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskInvitationSessionSearch@@
0x82064a54	CModeTaskLoading	.?AVCModeTaskLoading@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLoading@@
0x82064aa4	CModeTaskLoading	.?AVCModeTaskLoading@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLoading@@
0x82064be4	CModeTaskLobbyBase	.?AVCModeTaskLobbyBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLobbyBase@@
0x82064c3c	CModeTaskLobbyBase	.?AVCModeTaskLobbyBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLobbyBase@@
0x82064c9c	CModeTaskLobbyClientQuick	.?AVCModeTaskLobbyClientQuick@@@0;.?AVCModeTaskLobbyClientBase@@@0;.?AVCModeTaskLobbyBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLobbyClientQuick@@
0x82064cf4	CModeTaskLobbyClientQuick	.?AVCModeTaskLobbyClientQuick@@@0;.?AVCModeTaskLobbyClientBase@@@0;.?AVCModeTaskLobbyBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLobbyClientQuick@@
0x82064d54	CModeTaskLobbyClientCustom	.?AVCModeTaskLobbyClientCustom@@@0;.?AVCModeTaskLobbyClientBase@@@0;.?AVCModeTaskLobbyBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLobbyClientCustom@@
0x82064dac	CModeTaskLobbyClientCustom	.?AVCModeTaskLobbyClientCustom@@@0;.?AVCModeTaskLobbyClientBase@@@0;.?AVCModeTaskLobbyBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLobbyClientCustom@@
0x82064e24	CModeTaskLobbyHost	.?AVCModeTaskLobbyHost@@@0;.?AVCModeTaskLobbyBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLobbyHost@@
0x82064e7c	CModeTaskLobbyHost	.?AVCModeTaskLobbyHost@@@0;.?AVCModeTaskLobbyBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskLobbyHost@@
0x82064edc	CModeTaskMainSelect	.?AVCModeTaskMainSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskMainSelect@@
0x82064f2c	CModeTaskMainSelect	.?AVCModeTaskMainSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskMainSelect@@
0x82064f8c	CModeTaskMarketPlace	.?AVCModeTaskMarketPlace@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskMarketPlace@@
0x82064fdc	CModeTaskMarketPlace	.?AVCModeTaskMarketPlace@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskMarketPlace@@
0x82065038	CModeTaskMarketPlace::CSelectNoticeSetupManager	.?AVCSelectNoticeSetupManager@CModeTaskMarketPlace@@@0;.?AVCAce6Thread@ACE6@@@0	.?AVCSelectNoticeSetupManager@CModeTaskMarketPlace@@
0x82065044	CModeTaskMissionSelect	.?AVCModeTaskMissionSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskMissionSelect@@
0x82065094	CModeTaskMissionSelect	.?AVCModeTaskMissionSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskMissionSelect@@
0x820650f4	CModeTaskMissionTitle	.?AVCModeTaskMissionTitle@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskMissionTitle@@
0x82065144	CModeTaskMissionTitle	.?AVCModeTaskMissionTitle@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskMissionTitle@@
0x820651a4	CModeTaskOptionSelect	.?AVCModeTaskOptionSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskOptionSelect@@
0x820651f4	CModeTaskOptionSelect	.?AVCModeTaskOptionSelect@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskOptionSelect@@
0x82065254	CModeTaskQuickSessionSearch	.?AVCModeTaskQuickSessionSearch@@@0;.?AVCModeTaskSessionSearchBase@@@0;.?AVCModeTaskSessionBase@@@0;.?AVCSwgModeTaskBase@@@0;.?AVCModeTaskBase@@@0;.?AVCAce6Task@ACE6@@@0;.?AVCSwgListener@@@616	.?AVCModeTaskQuickSessionSearch@@
